,HINCP,HISPEED,PAP,GRPIP,FS,FES
39,390,0,390,101,2,0
76,106600,2,0,14,0,0
77,106600,2,0,14,0,0
91,80000,2,0,27,0,1
92,80000,2,0,27,0,1
93,80000,2,0,27,0,1
134,1600,1,800,101,2,1
160,70100,2,0,14,0,1
161,70100,2,0,14,0,1
169,6500,0,500,101,2,0
170,6500,0,0,101,2,0
187,145000,2,0,13,0,2
188,145000,2,0,13,0,2
189,145000,2,0,13,0,2
190,145000,2,0,13,0,2
244,183700,2,0,17,0,2
245,183700,2,0,17,0,2
258,48500,2,0,22,0,2
259,48500,2,0,22,0,2
265,67000,2,0,25,0,2
266,67000,2,0,25,0,2
279,104180,1,0,22,2,2
280,104180,1,0,22,2,2
281,104180,1,0,22,2,2
282,104180,1,0,22,2,2
283,104180,1,280,22,2,2
310,41000,1,0,27,0,1
311,41000,1,0,27,0,1
340,38000,1,0,62,2,1
350,64300,2,0,44,0,1
351,64300,2,0,44,0,1
352,64300,2,0,44,0,1
353,64300,2,0,44,0,1
354,64300,2,0,44,0,1
355,64300,2,0,44,0,1
376,54100,2,0,29,0,0
377,54100,2,0,29,0,0
417,65000,2,0,24,0,1
432,60000,2,0,37,0,2
433,60000,2,0,37,0,2
434,60000,2,0,37,0,2
473,20000,2,0,101,2,0
474,20000,2,0,101,2,0
483,55000,2,0,32,0,1
484,55000,2,0,32,0,1
518,29800,2,0,31,2,0
519,29800,2,0,31,2,0
520,29800,2,0,31,2,0
539,15720,2,0,95,2,1
540,15720,2,0,95,2,1
541,15720,2,0,95,2,1
555,37000,2,0,24,0,1
556,37000,2,0,24,0,1
557,37000,2,0,24,0,1
558,37000,2,0,24,0,1
575,70500,2,0,21,0,2
576,70500,2,0,21,0,2
577,70500,2,0,21,0,2
578,70500,2,0,21,0,2
592,50300,2,0,26,0,1
593,50300,2,0,26,0,1
640,140100,2,0,21,0,1
641,140100,2,0,21,0,1
647,31200,2,0,31,0,0
648,31200,2,0,31,0,0
698,10000,2,0,101,2,1
699,10000,2,0,101,2,1
700,10000,2,0,101,2,1
762,92600,2,0,22,0,2
763,92600,2,0,22,0,2
764,92600,2,0,22,0,2
765,92600,2,0,22,0,2
795,16000,2,0,31,0,0
796,16000,2,0,31,0,0
815,90000,2,0,19,0,2
816,90000,2,0,19,0,2
833,38500,0,0,20,0,1
834,38500,0,0,20,0,1
845,147000,2,0,20,0,2
846,147000,2,0,20,0,2
861,96900,2,0,21,0,1
862,96900,2,0,21,0,1
863,96900,2,0,21,0,1
864,74820,2,0,46,0,1
865,74820,2,0,46,0,1
866,74820,2,420,46,0,1
871,90000,2,0,29,2,1
872,90000,2,0,29,2,1
873,90000,2,0,29,2,1
880,35800,2,0,41,2,1
881,35800,2,0,41,2,1
901,76700,2,0,26,2,2
902,76700,2,0,26,2,2
903,76700,2,0,26,2,2
911,51700,2,0,20,2,2
912,51700,2,0,20,2,2
978,26500,2,0,101,2,1
979,26500,2,0,101,2,1
988,147000,2,0,19,0,2
989,147000,2,0,19,0,2
1008,119400,2,0,9,0,1
1009,119400,2,0,9,0,1
1010,119400,2,0,9,0,1
1013,87000,1,0,20,0,1
1014,87000,1,0,20,0,1
1015,87000,1,0,20,0,1
1025,79300,2,0,35,0,2
1026,79300,2,0,35,0,2
1027,79300,2,0,35,0,2
1037,397500,2,0,10,0,2
1038,397500,2,0,10,0,2
1052,104000,2,0,17,0,1
1053,104000,2,0,17,0,1
1102,59000,1,0,13,0,2
1103,59000,1,0,13,0,2
1118,105410,2,0,41,0,2
1119,105410,2,0,41,0,2
1120,105410,2,0,41,0,2
1157,13800,1,0,75,0,2
1158,13800,1,0,75,0,2
1201,47900,1,0,15,2,1
1202,47900,1,0,15,2,1
1203,47900,1,0,15,2,1
1204,179000,2,0,11,0,2
1205,179000,2,0,11,0,2
1268,74000,2,0,50,0,1
1269,74000,2,0,50,0,1
1278,9500,2,0,101,0,2
1279,9500,2,0,101,0,2
1288,8800,2,0,35,2,0
1289,8800,2,0,35,2,0
1314,25000,2,0,71,0,1
1315,25000,2,0,71,0,1
1328,9000,0,0,101,2,0
1329,9000,0,0,101,2,0
1330,9000,0,0,101,2,0
1331,9000,0,0,101,2,0
1404,58300,2,0,27,0,2
1405,58300,2,0,27,0,2
1406,58300,2,0,27,0,2
1455,38000,1,0,22,0,1
1456,38000,1,0,22,0,1
1476,36800,2,0,60,0,1
1477,36800,2,0,60,0,1
1488,70000,2,0,24,0,1
1489,70000,2,0,24,0,1
1502,106500,0,800,14,2,0
1503,106500,0,0,14,2,0
1541,25400,2,0,96,0,2
1542,25400,2,0,96,0,2
1543,25400,2,0,96,0,2
1552,26600,2,0,31,0,0
1553,26600,2,0,31,0,0
1561,79200,2,0,18,0,1
1562,79200,2,0,18,0,1
1563,79200,2,0,18,0,1
1564,48800,1,0,37,2,0
1565,48800,1,0,37,2,0
1566,48800,1,0,37,2,0
1574,16000,1,0,23,2,0
1575,16000,1,0,23,2,0
1585,45000,2,0,45,0,2
1586,45000,2,0,45,0,2
1589,45200,0,0,17,0,2
1590,45200,0,0,17,0,2
1596,12400,0,0,90,0,1
1597,12400,0,0,90,0,1
1627,62000,1,0,34,0,2
1628,62000,1,0,34,0,2
1649,12000,0,12000,101,2,0
1676,109000,2,0,22,0,1
1677,109000,2,0,22,0,1
1690,74000,2,0,12,0,1
1708,78100,2,0,22,2,2
1709,78100,2,0,22,2,2
1714,30900,2,0,51,0,1
1715,30900,2,0,51,0,1
1742,834000,2,0,0,0,2
1743,834000,2,0,0,0,2
1744,834000,2,0,0,0,2
1745,834000,2,0,0,0,2
1877,13300,2,0,101,2,1
1892,146000,2,0,14,0,2
1893,146000,2,0,14,0,2
1908,64800,2,0,27,0,1
1909,64800,2,4800,27,0,1
1942,66500,2,0,25,2,2
1943,66500,2,0,25,2,2
1944,66500,2,0,25,2,2
1945,66500,2,0,25,2,2
1946,66500,2,0,25,2,2
1961,90000,2,0,25,0,1
1981,42100,2,0,60,0,1
1982,42100,2,0,60,0,1
1983,42100,2,0,60,0,1
1984,42100,2,0,60,0,1
1985,42100,2,0,60,0,1
1986,60000,2,0,40,0,1
1987,60000,2,0,40,0,1
1998,101000,1,0,19,0,0
1999,101000,1,0,19,0,0
2035,343000,2,0,13,0,2
2036,343000,2,0,13,0,2
2039,18700,1,0,83,0,1
2040,18700,1,0,83,0,1
2053,94000,2,0,28,0,1
2054,94000,2,0,28,0,1
2055,94000,2,0,28,0,1
2095,10580,1,740,93,2,0
2096,10580,1,740,93,2,0
2097,10580,1,0,93,2,0
2116,347800,2,0,1,0,0
2117,347800,2,0,1,0,0
2118,42000,1,0,22,0,2
2119,42000,1,0,22,0,2
2215,82000,2,0,25,0,2
2216,82000,2,0,25,0,2
2217,82000,2,0,25,0,2
2218,82000,2,0,25,0,2
2219,82000,2,0,25,0,2
2220,98000,2,0,17,0,1
2221,98000,2,0,17,0,1
2224,221700,2,0,11,0,2
2225,221700,2,0,11,0,2
2226,221700,2,0,11,0,2
2230,118000,2,0,15,0,2
2231,118000,2,0,15,0,2
2266,74200,2,0,24,2,2
2267,74200,2,0,24,2,2
2268,74200,2,0,24,2,2
2292,86000,0,0,15,0,0
2293,86000,0,0,15,0,0
2294,86000,0,0,15,0,0
2297,57600,0,0,31,0,0
2298,57600,0,0,31,0,0
2343,117600,2,0,9,0,2
2344,117600,2,0,9,0,2
2345,38800,2,0,37,2,1
2346,38800,2,0,37,2,1
2347,38800,2,0,37,2,1
2348,133000,1,0,9,0,1
2349,133000,1,0,9,0,1
2395,271000,2,0,9,0,2
2396,271000,2,0,9,0,2
2397,271000,2,0,9,0,2
2425,15100,1,0,101,0,0
2426,15100,1,0,101,0,0
2427,56000,2,0,27,0,1
2462,185000,2,0,10,0,2
2463,185000,2,0,10,0,2
2473,52000,1,0,50,0,1
2474,52000,1,0,50,0,1
2491,97000,0,0,17,0,1
2492,97000,0,0,17,0,1
2539,89000,2,0,43,0,2
2540,89000,2,0,43,0,2
2541,19000,2,0,71,2,1
2573,40000,0,0,19,2,2
2574,40000,0,0,19,2,2
2584,28300,2,0,44,0,1
2585,28300,2,0,44,0,1
2586,28300,2,0,44,0,1
2587,28300,2,0,44,0,1
2606,87000,2,0,18,0,1
2607,87000,2,0,18,0,1
2672,30830,2,30,35,2,1
2673,30830,2,0,35,2,1
2768,77000,2,0,16,0,2
2769,77000,2,0,16,0,2
2770,77000,2,0,16,0,2
2771,77000,2,0,16,0,2
2830,56000,2,0,29,0,2
2831,56000,2,0,29,0,2
2935,81980,2,0,24,0,1
2936,81980,2,0,24,0,1
2941,22200,0,0,49,2,0
2942,22200,0,0,49,2,0
2980,46400,2,0,16,0,1
2981,46400,2,0,16,0,1
2982,46400,2,0,16,0,1
2983,46400,2,0,16,0,1
3043,91000,0,0,16,0,2
3044,91000,0,0,16,0,2
3070,45400,2,0,26,2,2
3071,45400,2,0,26,2,2
3122,209900,2,0,17,2,2
3123,209900,2,0,17,2,2
3124,209900,2,0,17,2,2
3125,209900,2,0,17,2,2
3126,209900,2,0,17,2,2
3127,209900,2,0,17,2,2
3182,46700,2,0,28,0,1
3221,210000,1,0,1,0,2
3222,210000,1,0,1,0,2
3239,72000,2,0,10,0,2
3240,72000,2,0,10,0,2
3261,55000,2,0,34,0,1
3262,55000,2,0,34,0,1
3275,70000,2,0,18,0,2
3276,70000,2,0,18,0,2
3288,9100,0,0,75,2,0
3289,9100,0,200,75,2,0
3298,160000,2,0,18,0,1
3299,160000,2,0,18,0,1
3300,75000,2,0,22,0,2
3301,75000,2,0,22,0,2
3304,660000,2,0,1,0,1
3305,660000,2,0,1,0,1
3331,86000,2,0,21,0,2
3332,86000,2,0,21,0,2
3333,53180,2,90,44,2,1
3334,53180,2,0,44,2,1
3335,53180,2,90,44,2,1
3347,18450,2,0,85,2,1
3348,18450,2,0,85,2,1
3349,18450,2,0,85,2,1
3350,18450,2,0,85,2,1
3357,29600,2,0,51,0,1
3358,29600,2,0,51,0,1
3359,29600,2,0,51,0,1
3376,34000,2,0,68,0,1
3377,34000,2,0,68,0,1
3386,56100,2,0,47,2,1
3387,56100,2,0,47,2,1
3388,56100,2,0,47,2,1
3427,139500,2,0,12,0,0
3428,139500,2,0,12,0,0
3429,168000,2,0,13,0,1
3430,168000,2,0,13,0,1
3431,168000,2,0,13,0,1
3432,33100,2,0,16,2,1
3433,33100,2,0,16,2,1
3434,33100,2,0,16,2,1
3438,52400,2,0,32,0,1
3439,52400,2,0,32,0,1
3478,68900,1,0,19,0,1
3479,68900,1,0,19,0,1
3480,68900,1,0,19,0,1
3481,370000,2,0,0,0,2
3482,370000,2,0,0,0,2
3543,46100,2,0,31,0,2
3544,46100,2,0,31,0,2
3545,46100,2,0,31,0,2
3546,46100,2,0,31,0,2
3547,46100,2,0,31,0,2
3548,46100,2,0,31,0,2
3594,16500,2,0,87,2,0
3595,16500,2,0,87,2,0
3596,16500,2,0,87,2,0
3631,14700,2,0,80,0,1
3632,14700,2,0,80,0,1
3647,85000,2,0,24,2,1
3648,85000,2,0,24,2,1
3649,85000,2,0,24,2,1
3650,114600,2,0,16,0,1
3651,114600,2,0,16,0,1
3652,114600,2,0,16,0,1
3653,114600,2,0,16,0,1
3722,46000,2,0,31,2,1
3723,46000,2,0,31,2,1
3724,46000,2,0,31,2,1
3778,145500,2,0,20,0,2
3779,145500,2,0,20,0,2
3780,145500,2,0,20,0,2
3813,140000,2,0,34,0,2
3814,140000,2,0,34,0,2
3821,119700,2,0,21,0,1
3822,119700,2,0,21,0,1
3823,119700,2,0,21,0,1
3824,119700,2,0,21,0,1
3825,119700,2,0,21,0,1
3849,155000,2,0,15,0,2
3850,155000,2,0,15,0,2
3851,45000,0,0,54,0,0
3852,45000,0,0,54,0,0
3853,45000,0,0,54,0,0
3864,30000,2,0,47,0,1
3865,30000,2,0,47,0,1
3866,19000,1,0,101,2,2
3867,19000,1,0,101,2,2
4004,199900,2,0,0,0,2
4005,199900,2,0,0,0,2
4006,199900,2,0,0,0,2
4007,199900,2,0,0,0,2
4008,199900,2,0,0,0,2
4033,93000,2,0,14,0,2
4034,93000,2,0,14,0,2
4116,536300,2,0,0,0,1
4117,536300,2,0,0,0,1
4118,536300,2,0,0,0,1
4172,43800,2,0,28,2,2
4173,43800,2,0,28,2,2
4174,43800,2,0,28,2,2
4175,43800,2,0,28,2,2
4182,45300,0,0,37,0,0
4183,45300,0,0,37,0,0
4184,45300,0,0,37,0,0
4185,45300,0,0,37,0,0
4200,13800,2,0,33,0,0
4201,13800,2,0,33,0,0
4202,13800,2,0,33,0,0
4203,13800,2,0,33,0,0
4206,27300,0,0,46,0,1
4241,660000,2,0,1,0,1
4242,660000,2,0,1,0,1
4268,51000,0,0,25,2,1
4269,51000,0,7200,25,2,1
4270,91000,1,0,11,2,2
4271,91000,1,0,11,2,2
4272,91000,1,0,11,2,2
4527,12120,2,0,99,2,2
4528,12120,2,0,99,2,2
4537,104700,2,0,9,0,0
4538,104700,2,0,9,0,0
4554,102700,2,0,11,0,1
4555,102700,2,0,11,0,1
4556,102700,2,0,11,0,1
4557,139800,2,0,14,2,2
4558,139800,2,0,14,2,2
4559,139800,2,0,14,2,2
4560,139800,2,0,14,2,2
4632,60000,2,0,28,0,2
4633,60000,2,0,28,0,2
4668,21000,2,0,91,0,1
4681,49900,2,0,0,2,1
4682,49900,2,4700,0,2,1
4683,49900,2,0,0,2,1
4684,49900,2,0,0,2,1
4697,85700,2,0,23,0,2
4698,85700,2,0,23,0,2
4699,85700,2,0,23,0,2
4725,141000,2,0,20,0,2
4726,141000,2,0,20,0,2
4727,49080,1,0,1,0,2
4728,49080,1,0,1,0,2
4741,300000,2,0,14,0,2
4742,300000,2,0,14,0,2
4745,142000,2,0,16,0,1
4746,142000,2,0,16,0,1
4747,142000,2,0,16,0,1
4750,57530,2,0,32,2,0
4751,57530,2,0,32,2,0
4752,57530,2,400,32,2,0
4765,50000,2,0,42,0,2
4766,50000,2,0,42,0,2
4800,196600,2,0,15,0,2
4801,196600,2,0,15,0,2
4843,24300,2,0,93,0,1
4844,24300,2,0,93,0,1
4866,65000,2,0,35,0,2
4867,65000,2,0,35,0,2
4901,49900,1,0,31,0,1
4902,49900,1,0,31,0,1
4909,42000,0,0,73,0,1
4910,42000,0,0,73,0,1
4952,18200,0,0,17,2,0
4953,18200,0,0,17,2,0
4954,18200,0,0,17,2,0
4973,16000,2,0,101,0,1
4974,16000,2,0,101,0,1
4995,174000,1,0,25,0,2
4996,174000,1,0,25,0,2
5009,16100,0,0,52,0,1
5012,273500,2,0,13,0,1
5013,273500,2,0,13,0,1
5014,273500,2,0,13,0,1
5015,273500,2,0,13,0,1
5016,273500,2,0,13,0,1
5025,142220,2,0,11,0,2
5026,142220,2,0,11,0,2
5027,142220,2,0,11,0,2
5028,142220,2,0,11,0,2
5044,19500,2,0,47,2,0
5045,19500,2,0,47,2,0
5064,2000,1,0,101,2,0
5065,2000,1,0,101,2,0
5101,99100,2,0,19,0,1
5102,99100,2,0,19,0,1
5109,79800,2,0,26,0,2
5110,79800,2,0,26,0,2
5151,180500,2,0,27,0,2
5152,180500,2,0,27,0,2
5156,54400,1,0,30,0,1
5157,54400,1,0,30,0,1
5163,28500,2,0,59,0,1
5164,9400,2,0,101,2,0
5165,9400,2,0,101,2,0
5217,142700,2,0,15,2,1
5218,142700,2,0,15,2,1
5219,142700,2,1700,15,2,1
5220,142700,2,0,15,2,1
5336,9000,2,0,101,2,0
5386,85100,2,0,36,0,1
5387,85100,2,0,36,0,1
5400,7000,2,0,101,2,1
5459,76000,2,0,21,0,2
5460,76000,2,0,21,0,2
5461,76000,2,0,21,0,2
5462,76000,2,0,21,0,2
5463,76000,2,0,21,0,2
5523,126000,0,0,0,0,2
5524,126000,0,0,0,0,2
5525,126000,0,0,0,0,2
5526,126000,0,0,0,0,2
5569,41200,2,0,37,0,2
5570,41200,2,0,37,0,2
5571,41200,2,0,37,0,2
5572,66000,2,0,33,0,1
5573,66000,2,0,33,0,1
5598,1360,2,0,101,0,2
5599,1360,2,0,101,0,2
5611,19000,0,0,101,0,1
5612,19000,0,0,101,0,1
5649,1200,2,0,101,2,1
5708,60000,2,0,36,2,1
5709,60000,2,0,36,2,1
5710,60000,2,0,36,2,1
5711,46100,1,0,27,0,1
5712,46100,1,0,27,0,1
5713,46100,1,0,27,0,1
5724,3600,1,0,101,2,0
5725,3600,1,0,101,2,0
5726,232000,2,0,12,0,2
5727,232000,2,0,12,0,2
5754,80090,0,0,14,0,1
5755,80090,0,0,14,0,1
5760,17000,2,0,20,2,1
5768,111500,2,0,32,0,1
5769,111500,2,0,32,0,1
5770,111500,2,0,32,0,1
5771,111500,2,0,32,0,1
5772,111500,2,0,32,0,1
5773,61500,2,0,44,0,1
5774,61500,2,0,44,0,1
5834,50000,2,0,40,0,2
5835,50000,2,0,40,0,2
5836,50000,2,0,40,0,2
5900,147000,0,0,17,0,2
5901,147000,0,0,17,0,2
5902,147000,0,0,17,0,2
5903,147000,0,0,17,0,2
5951,203000,2,0,17,0,2
5952,203000,2,0,17,0,2
5959,10400,0,0,101,2,1
5960,10400,0,400,101,2,1
5961,10400,0,0,101,2,1
5962,10400,0,0,101,2,1
5963,10400,0,0,101,2,1
5966,49100,2,0,51,2,1
5979,40200,2,0,56,0,1
5980,40200,2,0,56,0,1
5981,40200,2,0,56,0,1
5994,20100,2,0,94,0,2
5995,20100,2,0,94,0,2
6021,30900,2,0,54,0,1
6022,30900,2,0,54,0,1
6023,30900,2,0,54,0,1
6039,195000,2,0,11,2,1
6040,195000,2,0,11,2,1
6041,195000,2,0,11,2,1
6042,195000,2,0,11,2,1
6065,134600,0,0,10,0,2
6066,134600,0,0,10,0,2
6067,134600,0,0,10,0,2
6068,134600,0,0,10,0,2
6084,8170,0,70,101,2,0
6085,8170,0,0,101,2,0
6086,8170,0,0,101,2,0
6110,148000,2,0,10,0,1
6111,148000,2,0,10,0,1
6112,148000,2,0,10,0,1
6113,148000,2,0,10,0,1
6124,72300,1,0,24,0,1
6125,72300,1,0,24,0,1
6132,41000,2,0,49,0,1
6239,101000,2,0,14,0,2
6240,101000,2,0,14,0,2
6241,101000,2,0,14,0,2
6242,63000,2,0,20,0,2
6243,63000,2,0,20,0,2
6244,63000,2,0,20,0,2
6245,63000,2,0,20,0,2
6246,63000,2,0,20,0,2
6262,30400,2,0,36,0,1
6263,30400,2,0,36,0,1
6274,30000,2,0,82,0,1
6275,30000,2,0,82,0,1
6286,9350,1,350,101,2,0
6287,9350,1,0,101,2,0
6288,9350,1,0,101,2,0
6326,68600,2,0,35,0,2
6327,68600,2,0,35,0,2
6328,68600,2,0,35,0,2
6387,82600,2,0,30,0,1
6388,82600,2,0,30,0,1
6419,22900,2,0,32,0,1
6420,22900,2,0,32,0,1
6426,106500,2,0,16,0,2
6427,106500,2,0,16,0,2
6492,281800,2,0,17,0,2
6493,281800,2,0,17,0,2
6527,51900,1,0,23,0,0
6528,51900,1,0,23,0,0
6558,30000,2,0,32,0,1
6642,20000,2,0,74,0,1
6643,20000,2,0,74,0,1
6644,20000,2,0,74,0,1
6680,103000,2,0,15,0,2
6681,103000,2,0,15,0,2
6684,203700,2,0,12,0,1
6685,203700,2,0,12,0,1
6686,203700,2,0,12,0,1
6687,203700,2,0,12,0,1
6713,47000,2,0,51,0,2
6714,47000,2,0,51,0,2
6715,47000,2,0,51,0,2
6726,94200,2,0,30,0,2
6727,94200,2,0,30,0,2
6803,23100,1,0,23,2,1
6869,78000,2,0,23,0,2
6870,78000,2,0,23,0,2
6871,103300,0,0,36,2,1
6872,103300,0,0,36,2,1
6873,103300,0,0,36,2,1
6874,103300,0,0,36,2,1
6875,103300,0,0,36,2,1
6876,103300,0,0,36,2,1
6888,241000,2,0,19,0,2
6889,241000,2,0,19,0,2
6890,241000,2,0,19,0,2
7018,34600,0,0,59,0,1
7019,34600,0,0,59,0,1
7020,34600,0,0,59,0,1
7029,300,2,0,101,0,2
7030,300,2,0,101,0,2
7038,16430,2,0,38,2,0
7039,16430,2,0,38,2,0
7074,29000,1,0,52,2,0
7075,29000,1,0,52,2,0
7080,44000,2,0,23,0,2
7081,44000,2,0,23,0,2
7094,124300,1,0,0,0,1
7095,124300,1,0,0,0,1
7149,155000,2,0,17,0,2
7150,155000,2,0,17,0,2
7151,155000,2,0,17,0,2
7188,24200,2,0,53,0,1
7200,12500,2,0,101,0,1
7240,20000,2,0,101,2,1
7241,20000,2,0,101,2,1
7272,164600,2,0,16,0,1
7273,164600,2,0,16,0,1
7274,164600,2,0,16,0,1
7275,164600,2,0,16,0,1
7335,9300,2,0,101,2,0
7363,140250,2,0,10,0,1
7364,140250,2,0,10,0,1
7365,140250,2,0,10,0,1
7376,3600,1,0,101,2,0
7392,90000,2,0,22,0,1
7393,90000,2,0,22,0,1
7432,94000,2,0,12,0,1
7433,94000,2,0,12,0,1
7434,94000,2,0,12,0,1
7458,78000,2,0,18,0,1
7459,78000,2,0,18,0,1
7495,73800,2,0,32,0,0
7496,73800,2,0,32,0,0
7513,58400,2,0,24,0,1
7514,58400,2,0,24,0,1
7523,35000,2,0,17,0,1
7531,5200,0,0,35,2,0
7571,60000,2,0,32,2,1
7572,60000,2,0,32,2,1
7614,72000,2,0,19,0,2
7615,72000,2,0,19,0,2
7634,134100,2,0,24,0,1
7635,134100,2,0,24,0,1
7636,134100,2,0,24,0,1
7664,114000,1,0,22,0,1
7665,114000,1,0,22,0,1
7666,114000,1,0,22,0,1
7667,114000,1,0,22,0,1
7733,10000,2,0,86,0,1
7734,60600,2,0,29,2,0
7735,60600,2,0,29,2,0
7736,60600,2,0,29,2,0
7791,47000,0,0,27,0,1
7819,33000,2,0,47,0,1
7820,33000,2,0,47,0,1
7869,21100,0,0,30,2,0
7870,21100,0,0,30,2,0
7875,63700,1,0,20,0,0
7876,63700,1,0,20,0,0
7917,27200,2,0,44,2,0
7918,27200,2,0,44,2,0
7927,611000,2,0,1,0,2
7928,611000,2,0,1,0,2
7948,65000,2,6000,38,0,1
7949,65000,2,0,38,0,1
7960,25000,2,0,101,0,0
7961,25000,2,0,101,0,0
8266,44200,2,0,46,0,1
8267,44200,2,0,46,0,1
8278,19200,0,0,94,2,1
8279,19200,0,0,94,2,1
8309,161200,0,0,13,0,1
8310,161200,0,0,13,0,1
8345,910,2,0,101,0,1
8381,45800,2,0,22,2,0
8382,45800,2,0,22,2,0
8383,45800,2,0,22,2,0
8384,45800,2,0,22,2,0
8413,39200,2,0,53,0,1
8414,39200,2,0,53,0,1
8509,32400,0,0,34,2,0
8510,32400,0,0,34,2,0
8511,32400,0,0,34,2,0
8613,9600,0,0,29,2,0
8614,9600,0,0,29,2,0
8745,304000,2,0,0,0,2
8746,304000,2,0,0,0,2
8767,55000,0,0,35,0,1
8768,55000,0,0,35,0,1
8796,19500,0,0,92,0,2
8797,19500,0,0,92,0,2
8809,42000,2,0,47,0,0
8810,42000,2,0,47,0,0
8929,20100,0,0,96,0,1
8930,20100,0,0,96,0,1
8942,37300,1,0,38,2,1
8943,37300,1,0,38,2,1
8947,50000,2,0,22,2,1
8964,30000,2,0,39,0,1
8975,112600,2,0,20,0,1
8976,112600,2,0,20,0,1
8987,45000,2,0,39,0,1
8988,45000,2,0,39,0,1
9006,29000,2,0,22,2,0
9007,29000,2,0,22,2,0
9038,240000,2,0,0,0,1
9039,240000,2,0,0,0,1
9072,75000,1,0,22,0,1
9075,55000,2,0,44,0,1
9076,55000,2,0,44,0,1
9099,46800,2,0,43,0,0
9100,46800,2,0,43,0,0
9116,96000,2,0,13,0,2
9117,96000,2,0,13,0,2
9136,27600,0,0,41,2,1
9137,27600,0,0,41,2,1
9168,130000,2,0,16,0,2
9169,130000,2,0,16,0,2
9222,9000,2,0,101,2,0
9223,9000,2,0,101,2,0
9301,81000,1,0,29,0,2
9302,81000,1,0,29,0,2
9303,81000,1,0,29,0,2
9304,81000,1,0,29,0,2
9305,81000,1,0,29,0,2
9335,119800,2,0,28,0,2
9336,119800,2,0,28,0,2
9340,99000,1,0,20,2,1
9341,99000,1,0,20,2,1
9342,99000,1,0,20,2,1
9343,99000,1,0,20,2,1
9368,29700,0,0,44,2,0
9369,29700,0,0,44,2,0
9411,82600,1,0,25,2,1
9412,82600,1,0,25,2,1
9413,82600,1,0,25,2,1
9426,75000,2,0,30,0,1
9427,75000,2,0,30,0,1
9495,46240,2,0,29,0,2
9496,46240,2,0,29,0,2
9497,46240,2,0,29,0,2
9552,63800,2,0,27,2,1
9553,63800,2,0,27,2,1
9554,63800,2,0,27,2,1
9555,63800,2,0,27,2,1
9582,20700,1,0,101,0,1
9583,20700,1,0,101,0,1
9584,20700,1,0,101,0,1
9585,20700,1,0,101,0,1
9586,20700,1,0,101,0,1
9637,35300,1,0,14,2,1
9638,35300,1,5300,14,2,1
9789,65000,1,0,26,0,2
9790,65000,1,0,26,0,2
9834,38200,1,0,24,0,1
9835,38200,1,0,24,0,1
9839,9000,1,0,35,2,0
9856,42000,0,0,36,2,2
9857,42000,0,0,36,2,2
9858,42000,0,0,36,2,2
9911,123000,2,0,23,0,2
9912,123000,2,0,23,0,2
9913,46500,0,0,49,2,0
9914,46500,0,0,49,2,0
9915,46500,0,0,49,2,0
9924,245300,2,0,15,0,2
9925,245300,2,0,15,0,2
9926,245300,2,0,15,0,2
9927,208500,2,0,0,0,2
9928,208500,2,0,0,0,2
9929,208500,2,0,0,0,2
9930,208500,2,0,0,0,2
9931,208500,2,0,0,0,2
9949,165000,2,0,19,0,1
9950,165000,2,0,19,0,1
9951,165000,2,0,19,0,1
9952,165000,2,0,19,0,1
9972,111000,2,0,23,0,1
9973,111000,2,0,23,0,1
9974,111000,2,0,23,0,1
10025,88000,1,0,27,0,2
10026,88000,1,0,27,0,2
10075,29000,1,0,58,0,1
10076,29000,1,0,58,0,1
10077,29000,1,0,58,0,1
10078,29000,1,0,58,0,1
10079,29000,1,0,58,0,1
10084,217300,2,0,21,0,2
10085,217300,2,0,21,0,2
10150,191000,2,0,13,0,2
10151,191000,2,0,13,0,2
10198,129000,0,0,12,0,2
10199,129000,0,0,12,0,2
10200,129000,0,0,12,0,2
10264,48000,2,0,21,0,1
10265,48000,2,0,21,0,1
10274,100,1,100,101,2,1
10275,110000,0,0,14,0,1
10276,110000,0,0,14,0,1
10277,110000,0,0,14,0,1
10278,400000,2,0,1,0,1
10279,400000,2,0,1,0,1
10280,400000,2,0,1,0,1
10281,400000,2,0,1,0,1
10287,215000,2,0,18,0,2
10288,215000,2,0,18,0,2
10313,760000,2,0,0,0,2
10314,760000,2,0,0,0,2
10318,93800,2,0,17,0,1
10319,93800,2,0,17,0,1
10328,147230,2,0,12,0,2
10329,147230,2,0,12,0,2
10354,109000,2,0,13,0,2
10355,109000,2,0,13,0,2
10388,56000,2,0,62,0,2
10389,56000,2,0,62,0,2
10399,36200,2,0,20,0,1
10400,36200,2,0,20,0,1
10426,25100,2,0,42,0,0
10427,25100,2,0,42,0,0
10493,257600,2,0,10,0,2
10494,257600,2,0,10,0,2
10550,9100,2,0,101,0,1
10551,9100,2,0,101,0,1
10609,8600,0,0,101,0,0
10610,8600,0,0,101,0,0
10628,59200,2,0,20,0,1
10629,59200,2,0,20,0,1
10630,59200,2,0,20,0,1
10650,100000,0,0,23,0,1
10651,100000,0,0,23,0,1
10723,39200,2,0,101,0,0
10724,39200,2,0,101,0,0
10783,34600,2,0,37,2,1
10784,34600,2,0,37,2,1
10823,29000,2,0,53,0,1
10824,29000,2,0,53,0,1
10825,29000,2,0,53,0,1
10837,112000,2,0,0,0,2
10838,112000,2,0,0,0,2
10839,112000,2,0,0,0,2
10854,33900,1,10000,50,2,1
10855,33900,1,0,50,2,1
10856,33900,1,2400,50,2,1
