,HINCP,HISPEED,PAP,GRPIP,FS,FES
191041,16200,0,0,101,2,1
191042,16200,0,0,101,2,1
191043,36300,2,0,65,0,0
191044,36300,2,0,65,0,0
191111,17900,1,0,22,0,1
191116,157000,2,0,15,0,2
191117,157000,2,0,15,0,2
191118,157000,2,0,15,0,2
191119,157000,2,0,15,0,2
191153,22600,2,0,29,2,0
191154,22600,2,0,29,2,0
191186,40200,0,0,25,0,1
191187,40200,0,0,25,0,1
191223,243400,2,0,18,0,2
191224,243400,2,0,18,0,2
191225,243400,2,0,18,0,2
191259,400000,2,0,1,0,1
191260,400000,2,0,1,0,1
191261,400000,2,0,1,0,1
191288,30200,2,0,36,0,1
191289,30200,2,0,36,0,1
191325,25000,2,0,46,0,2
191326,25000,2,0,46,0,2
191337,159500,2,0,9,2,1
191338,159500,2,0,9,2,1
191339,159500,2,0,9,2,1
191340,159500,2,0,9,2,1
191386,140000,2,0,19,0,1
191414,106500,2,0,16,2,1
191415,106500,2,0,16,2,1
191416,106500,2,0,16,2,1
191433,20000,2,0,64,2,1
191434,20000,2,0,64,2,1
191435,17000,2,3600,69,2,1
191466,12700,2,0,50,2,0
191467,12700,2,0,50,2,0
191468,30000,2,0,62,0,1
191469,30000,2,0,62,0,1
191478,110000,2,0,22,0,1
191479,110000,2,0,22,0,1
191483,36900,2,0,42,0,0
191565,17000,2,0,85,0,2
191566,17000,2,0,85,0,2
191574,140000,2,0,12,0,2
191575,140000,2,0,12,0,2
191579,4140,2,0,101,0,0
191580,4140,2,0,101,0,0
191594,102000,2,0,12,0,1
191595,102000,2,0,12,0,1
191617,290000,2,0,17,0,2
191618,290000,2,0,17,0,2
191619,290000,2,0,17,0,2
191642,28000,2,0,84,0,0
191643,28000,2,0,84,0,0
191648,47000,0,0,37,0,1
191649,47000,0,0,37,0,1
191650,10000,2,0,101,0,0
191748,42000,2,0,40,0,1
191749,42000,2,0,40,0,1
191792,31600,0,0,53,0,2
191793,31600,0,0,53,0,2
191809,122600,2,0,17,0,0
191810,122600,2,0,17,0,0
191811,122600,2,0,17,0,0
191818,57000,2,0,27,0,2
191819,57000,2,0,27,0,2
191820,57000,2,0,27,0,2
191821,34300,0,0,75,0,0
191822,34300,0,0,75,0,0
191882,126000,2,0,16,0,1
191883,126000,2,0,16,0,1
191884,126000,2,0,16,0,1
191885,126000,2,0,16,0,1
191893,25000,2,0,29,0,1
191904,16200,2,0,41,0,1
191905,16200,2,0,41,0,1
191913,280030,2,0,15,0,2
191914,280030,2,0,15,0,2
191946,40600,2,0,30,0,2
191947,40600,2,0,30,0,2
191948,40600,2,0,30,0,2
192121,49100,2,0,33,0,1
192122,49100,2,0,33,0,1
192123,49100,2,0,33,0,1
192216,142000,2,0,17,0,1
192217,142000,2,0,17,0,1
192218,142000,2,0,17,0,1
192250,32000,1,0,13,0,1
192251,32000,1,0,13,0,1
192252,32000,1,0,13,0,1
192261,55900,2,0,17,0,1
192262,205480,2,0,18,0,2
192263,205480,2,0,18,0,2
192326,153000,2,0,0,0,2
192327,153000,2,0,0,0,2
192352,30000,2,0,48,0,1
192353,30000,2,0,48,0,1
192401,36100,1,0,22,0,2
192402,36100,1,0,22,0,2
192476,22000,2,0,76,0,1
192477,22000,2,0,76,0,1
192531,50300,2,0,45,0,2
192532,50300,2,0,45,0,2
192533,50300,2,0,45,0,2
192534,50300,2,0,45,0,2
192540,125300,1,0,17,0,1
192541,125300,1,0,17,0,1
192542,125300,1,0,17,0,1
192582,67660,2,0,30,0,1
192583,67660,2,0,30,0,1
192584,220000,2,0,12,0,2
192585,220000,2,0,12,0,2
192592,60000,2,0,34,0,2
192593,60000,2,0,34,0,2
192605,56900,2,0,23,0,0
192606,56900,2,0,23,0,0
192607,56900,2,0,23,0,0
192654,238300,2,0,17,0,2
192655,238300,2,0,17,0,2
192710,10000,2,0,13,2,1
192728,885000,2,0,1,0,2
192729,885000,2,0,1,0,2
192743,9300,2,1300,94,2,1
192748,46150,1,350,14,2,0
192749,46150,1,0,14,2,0
192750,46150,1,0,14,2,0
192751,46150,1,0,14,2,0
192780,82800,0,0,1,2,1
192781,82800,0,0,1,2,1
192782,82800,0,0,1,2,1
192787,12400,1,0,101,2,0
192788,12400,1,0,101,2,0
192806,62900,0,0,25,0,0
192807,62900,0,0,25,0,0
192874,152000,2,1500,17,2,0
192875,152000,2,1500,17,2,0
192876,152000,2,0,17,2,0
192877,152000,2,0,17,2,0
192878,152000,2,0,17,2,0
192879,152000,2,0,17,2,0
192880,152000,2,0,17,2,0
192894,28400,2,0,57,2,0
192895,28400,2,0,57,2,0
192949,551000,2,0,1,0,2
192950,551000,2,0,1,0,2
192961,19600,0,0,28,2,0
192962,19600,0,0,28,2,0
192963,19600,0,0,28,2,0
192964,19600,0,0,28,2,0
192971,79000,2,0,18,0,2
192972,79000,2,0,18,0,2
192973,79000,2,0,18,0,2
192976,99900,1,0,17,2,2
192977,99900,1,0,17,2,2
192978,99900,1,600,17,2,2
192979,99900,1,0,17,2,2
192982,17500,0,0,75,0,1
192983,17500,0,0,75,0,1
193012,30000,2,0,71,0,1
193013,30000,2,0,71,0,1
193020,95000,1,0,39,0,2
193021,95000,1,0,39,0,2
193052,23300,0,0,101,2,1
193053,23300,0,0,101,2,1
193106,44000,1,0,30,0,1
193107,44000,1,0,30,0,1
193113,50000,2,0,33,0,1
193150,47000,0,0,28,0,2
193151,47000,0,0,28,0,2
193159,155000,1,0,12,0,2
193160,155000,1,0,12,0,2
193183,61500,2,0,18,0,2
193184,61500,2,0,18,0,2
193202,9100,2,0,101,2,0
193203,9100,2,0,101,2,0
193230,60700,0,0,23,2,1
193231,60700,0,0,23,2,1
193232,60700,0,0,23,2,1
193262,47000,2,0,23,0,1
193336,115000,2,0,14,0,2
193337,115000,2,0,14,0,2
193338,115000,2,0,14,0,2
193339,115000,2,0,14,0,2
193373,263000,2,0,13,0,2
193374,263000,2,0,13,0,2
193410,53200,2,0,27,0,0
193411,53200,2,0,27,0,0
193412,53200,2,0,27,0,0
193417,48200,0,0,47,0,1
193418,48200,0,0,47,0,1
193419,48200,0,0,47,0,1
193422,2300,2,0,101,2,1
193423,2300,2,0,101,2,1
193424,2300,2,0,101,2,1
193456,20000,0,0,79,2,1
193457,20000,0,0,79,2,1
193509,62000,2,0,57,0,1
193510,62000,2,0,57,0,1
193511,62000,2,0,57,0,1
193521,70000,1,0,26,2,1
193522,70000,1,0,26,2,1
193523,70000,1,0,26,2,1
193524,70000,1,0,26,2,1
193525,70000,1,0,26,2,1
193574,160000,2,0,16,0,2
193575,160000,2,0,16,0,2
193654,57000,0,0,17,2,1
193655,57000,0,0,17,2,1
193656,57000,0,0,17,2,1
193657,26000,0,0,74,2,1
193658,26000,0,0,74,2,1
193719,9200,2,0,93,2,0
193748,28000,2,0,72,0,1
193749,28000,2,0,72,0,1
193845,12900,1,0,80,0,0
193846,12900,1,0,80,0,0
193847,12900,1,0,80,0,0
193906,52000,0,0,0,0,1
193907,52000,0,0,0,0,1
193908,52000,0,0,0,0,1
193909,52000,0,0,0,0,1
194012,86000,2,0,23,0,2
194013,86000,2,0,23,0,2
194024,35000,0,0,19,2,2
194025,35000,0,0,19,2,2
194043,57800,1,0,26,2,2
194044,57800,1,0,26,2,2
194045,57800,1,0,26,2,2
194051,116000,2,0,26,0,1
194052,116000,2,0,26,0,1
194053,116000,2,0,26,0,1
194054,116000,2,0,26,0,1
194105,57700,1,0,12,2,1
194106,57700,1,0,12,2,1
194118,19000,0,0,91,2,0
194119,19000,0,0,91,2,0
194144,12000,2,0,99,0,0
194145,81000,0,0,33,0,2
194146,81000,0,0,33,0,2
194147,81000,0,0,33,0,2
194148,81000,0,0,33,0,2
194200,180000,2,0,11,0,1
194201,180000,2,0,11,0,1
194222,173070,0,0,9,2,2
194223,173070,0,0,9,2,2
194224,173070,0,0,9,2,2
194225,173070,0,0,9,2,2
194226,173070,0,2600,9,2,2
194227,173070,0,0,9,2,2
194252,79300,2,0,17,0,1
194253,79300,2,0,17,0,1
194322,78500,2,0,28,0,1
194323,78500,2,0,28,0,1
194368,122000,2,0,14,0,1
194369,122000,2,0,14,0,1
194370,122000,2,0,14,0,1
194383,70000,2,0,19,0,0
194384,70000,2,0,19,0,0
194431,101600,2,0,14,2,0
194432,101600,2,0,14,2,0
194433,101600,2,0,14,2,0
194434,38200,2,0,101,0,0
194435,38200,2,0,101,0,0
194436,117600,2,0,17,2,1
194437,117600,2,2300,17,2,1
194466,44370,0,0,32,0,2
194467,44370,0,0,32,0,2
194468,44370,0,0,32,0,2
194477,22500,2,0,85,0,1
194478,22500,2,0,85,0,1
194506,140000,2,0,9,0,2
194507,140000,2,0,9,0,2
194520,2900,2,0,101,2,0
194521,4400,0,0,101,0,0
194522,4400,0,0,101,0,0
194530,38000,2,4000,0,2,2
194531,38000,2,0,0,2,2
194538,17400,0,0,101,0,1
194539,17400,0,2400,101,0,1
194574,99500,1,0,27,0,2
194575,99500,1,0,27,0,2
194591,155000,2,0,16,0,2
194592,155000,2,0,16,0,2
194593,155000,2,0,16,0,2
194630,70000,2,0,21,0,1
194631,70000,2,0,21,0,1
194844,6000,0,0,101,0,0
194845,6000,0,0,101,0,0
194865,80000,2,0,19,0,1
194866,80000,2,0,19,0,1
194912,42600,0,0,33,2,0
194913,42600,0,0,33,2,0
194914,42600,0,0,33,2,0
194947,71000,2,0,16,0,2
194948,71000,2,0,16,0,2
194949,71000,2,0,16,0,2
195012,31600,2,0,52,0,2
195013,31600,2,0,52,0,2
195014,31600,2,0,52,0,2
195015,31600,2,0,52,0,2
195026,35000,2,0,54,2,0
195027,35000,2,0,54,2,0
195028,35000,2,0,54,2,0
195029,1000,1,0,101,0,0
195030,1000,1,0,101,0,0
195060,65000,2,0,20,0,1
195061,65000,2,0,20,0,1
195140,87000,2,0,22,0,1
195141,87000,2,0,22,0,1
195209,77600,1,0,21,2,1
195210,77600,1,0,21,2,1
195211,77600,1,0,21,2,1
195271,6300,2,0,101,2,1
195274,14820,1,0,101,2,0
195275,14820,1,0,101,2,0
195283,16400,0,0,52,2,0
195284,16400,0,0,52,2,0
195418,75100,2,0,20,0,0
195419,75100,2,0,20,0,0
195464,49500,1,0,23,0,1
195465,49500,1,0,23,0,1
195504,90500,2,0,30,0,2
195505,90500,2,0,30,0,2
195517,260000,2,0,12,0,2
195518,260000,2,0,12,0,2
195578,98000,2,0,22,0,1
195602,41300,2,0,31,0,1
195603,41300,2,0,31,0,1
195615,27700,1,0,13,0,0
195616,27700,1,0,13,0,0
195644,115020,2,0,14,2,1
195645,115020,2,0,14,2,1
195648,360000,2,0,1,0,2
195649,360000,2,0,1,0,2
195732,9700,2,0,101,2,0
195733,9700,2,0,101,2,0
195775,8400,2,0,64,2,0
195776,8400,2,0,64,2,0
195802,38000,2,0,31,2,2
195803,38000,2,0,31,2,2
196047,32600,2,0,54,0,1
196048,32600,2,0,54,0,1
196067,85000,2,0,22,0,2
196068,85000,2,0,22,0,2
196069,59000,2,0,22,0,2
196070,59000,2,0,22,0,2
196106,114400,0,0,40,0,0
196107,114400,0,0,40,0,0
196160,8500,2,0,101,0,1
196161,8500,2,0,101,0,1
196162,8500,2,0,101,0,1
196163,8500,2,0,101,0,1
196164,3800,1,0,101,2,1
196165,3800,1,0,101,2,1
196166,45000,1,0,35,0,1
196167,45000,1,0,35,0,1
196242,62300,2,0,38,0,1
196243,62300,2,0,38,0,1
196264,82000,2,0,12,0,1
196265,82000,2,0,12,0,1
196268,85000,1,0,49,0,1
196278,108000,2,0,17,2,2
196279,108000,2,0,17,2,2
196346,14700,2,0,53,0,0
196347,14700,2,0,53,0,0
196356,107600,2,0,30,0,0
196357,107600,2,0,30,0,0
196380,56000,2,0,28,0,2
196381,56000,2,0,28,0,2
196386,385000,2,0,12,0,2
196387,385000,2,0,12,0,2
196408,58100,0,0,23,0,0
196409,58100,0,0,23,0,0
196573,22300,1,0,42,0,1
196574,22300,1,0,42,0,1
196575,22300,1,0,42,0,1
196576,22300,1,0,42,0,1
196577,22300,1,0,42,0,1
196578,22300,1,0,42,0,1
196620,16600,0,0,93,2,0
196621,16600,0,0,93,2,0
196647,60000,2,0,24,0,1
196648,60000,2,0,24,0,1
196686,120000,2,0,23,0,2
196687,120000,2,0,23,0,2
196707,55000,1,0,23,0,2
196708,55000,1,0,23,0,2
196721,145000,2,0,30,0,1
196722,145000,2,0,30,0,1
196769,59700,2,0,24,0,1
196770,59700,2,0,24,0,1
196771,59700,2,0,24,0,1
196772,59700,2,0,24,0,1
196773,59700,2,0,24,0,1
196797,37000,0,10000,49,0,2
196798,37000,0,0,49,0,2
196799,37000,0,0,49,0,2
196800,37000,0,0,49,0,2
196841,60400,0,0,12,0,1
196842,60400,0,0,12,0,1
196863,17400,0,0,54,0,0
196864,17400,0,0,54,0,0
196867,705000,2,0,1,0,2
196868,705000,2,0,1,0,2
196875,18000,1,0,101,0,1
196921,135200,2,0,14,0,2
196922,135200,2,0,14,0,2
196935,288400,2,0,10,0,1
196936,288400,2,0,10,0,1
196971,47000,2,0,44,0,1
196972,47000,2,0,44,0,1
196973,47000,2,0,44,0,1
197001,92000,2,0,27,0,1
197002,92000,2,0,27,0,1
197009,7300,2,0,35,2,0
197010,7300,2,0,35,2,0
197011,155000,2,0,14,0,2
197012,155000,2,0,14,0,2
197033,25000,2,0,97,0,1
197235,58000,2,0,26,0,1
197236,58000,2,0,26,0,1
197245,700,2,0,101,0,1
197246,700,2,0,101,0,1
197320,92000,2,0,35,0,2
197321,92000,2,0,35,0,2
197325,19700,1,0,34,2,2
197326,19700,1,0,34,2,2
197327,19700,1,0,34,2,2
197331,24100,2,0,24,0,0
197332,24100,2,0,24,0,0
197335,100760,2,0,37,0,2
197336,100760,2,0,37,0,2
197337,100760,2,0,37,0,2
197338,100760,2,0,37,0,2
197339,100760,2,0,37,0,2
197368,237000,2,0,20,0,2
197369,237000,2,0,20,0,2
197386,90000,1,0,21,0,2
197387,90000,1,0,21,0,2
197438,63000,2,0,26,0,1
197439,63000,2,0,26,0,1
197445,13200,1,0,31,0,1
197466,81000,2,0,29,0,2
197467,81000,2,0,29,0,2
197468,81000,2,0,29,0,2
197493,155000,2,0,19,0,2
197494,155000,2,0,19,0,2
197495,85300,1,0,22,0,2
197496,85300,1,0,22,0,2
197505,6500,2,0,101,2,0
197506,6500,2,0,101,2,0
197507,6500,2,0,101,2,0
197541,40000,0,0,49,2,1
197542,40000,0,0,49,2,1
197551,131800,2,0,11,0,1
197552,131800,2,0,11,0,1
197556,60000,2,0,53,0,1
197557,60000,2,0,53,0,1
197558,60000,2,0,53,0,1
197575,40600,1,0,33,0,1
197576,40600,1,0,33,0,1
197577,40600,1,0,33,0,1
197578,40600,1,0,33,0,1
197579,40600,1,0,33,0,1
197598,13400,2,0,80,2,0
197599,13400,2,0,80,2,0
197610,40500,2,0,57,0,0
197611,40500,2,0,57,0,0
197627,175000,2,0,20,0,1
197698,34000,2,0,43,0,1
197699,34000,2,0,43,0,1
197703,17800,0,0,29,2,0
197704,17800,0,0,29,2,0
197722,45000,1,0,45,0,2
197723,45000,1,0,45,0,2
197724,45000,1,0,45,0,2
197735,35000,2,0,63,0,1
197736,35000,2,0,63,0,1
197737,96000,2,0,26,0,2
197738,96000,2,0,26,0,2
197758,25200,0,0,40,2,1
197759,25200,0,0,40,2,1
197787,36000,0,0,41,0,2
197788,36000,0,0,41,0,2
197789,36000,0,0,41,0,2
197858,83000,2,0,18,0,1
197859,83000,2,0,18,0,1
197860,83000,2,0,18,0,1
197861,45000,2,0,17,0,1
197899,188000,2,0,16,0,2
197900,188000,2,0,16,0,2
197927,72000,2,0,56,0,1
197928,72000,2,0,56,0,1
197936,37700,2,0,31,0,1
197937,37700,2,0,31,0,1
197938,32000,2,0,79,0,1
197939,32000,2,0,79,0,1
197999,65600,2,0,16,2,2
198000,65600,2,0,16,2,2
198001,65600,2,1700,16,2,2
198002,65600,2,0,16,2,2
198003,65600,2,0,16,2,2
198018,45900,2,0,33,0,2
198019,45900,2,0,33,0,2
198020,45900,2,0,33,0,2
198081,101300,2,0,12,0,1
198082,101300,2,0,12,0,1
198089,73320,2,0,15,0,2
198090,73320,2,0,15,0,2
198103,300000,1,0,12,0,2
198104,300000,1,0,12,0,2
198157,43800,2,0,43,0,2
198158,43800,2,0,43,0,2
198166,63000,1,0,0,0,1
198167,63000,1,0,0,0,1
198168,60000,2,0,41,0,2
198169,60000,2,0,41,0,2
198247,99600,2,0,24,0,2
198248,99600,2,0,24,0,2
198249,99600,2,0,24,0,2
198273,13400,2,0,81,2,1
198274,13400,2,0,81,2,1
198282,31300,2,0,91,0,0
198283,31300,2,0,91,0,0
198284,31300,2,0,91,0,0
198285,31300,2,0,91,0,0
198344,20000,0,0,79,0,1
198347,38800,2,0,15,0,1
198348,38800,2,0,15,0,1
198349,38800,2,0,15,0,1
198357,50000,2,0,45,0,1
198446,81000,2,0,31,0,1
198447,81000,2,0,31,0,1
198448,81000,2,0,31,0,1
198541,45000,1,0,48,0,1
198542,45000,1,0,48,0,1
198564,88500,2,0,18,0,2
198565,88500,2,0,18,0,2
198596,8100,2,0,36,2,0
198597,8100,2,0,36,2,0
198620,52600,2,0,18,0,0
198621,52600,2,0,18,0,0
198636,16400,2,0,70,0,1
198637,16400,2,0,70,0,1
198641,15000,2,0,68,2,0
198642,15000,2,0,68,2,0
198696,40000,2,0,30,0,1
198697,40000,2,0,30,0,1
198698,40000,2,0,30,0,1
198708,138500,2,0,19,0,2
198709,138500,2,0,19,0,2
198749,65000,2,0,25,0,1
198766,66000,1,0,36,0,1
198767,66000,1,0,36,0,1
198768,66000,1,0,36,0,1
198769,66000,1,0,36,0,1
198770,66000,1,0,36,0,1
198795,272100,2,0,11,0,2
198796,272100,2,0,11,0,2
198802,64000,2,0,26,0,0
198803,64000,2,0,26,0,0
198850,85300,0,0,24,0,1
198851,85300,0,0,24,0,1
198876,38000,1,0,54,2,0
198877,38000,1,0,54,2,0
198878,38000,1,0,54,2,0
198951,51800,2,0,23,0,1
198952,51800,2,0,23,0,1
199008,44400,0,0,19,0,0
199009,44400,0,0,19,0,0
199016,130000,2,0,12,0,2
199017,130000,2,0,12,0,2
199018,128600,0,0,9,0,0
199019,128600,0,0,9,0,0
199053,13600,2,3300,101,2,0
199054,13600,2,0,101,2,0
199080,39000,2,0,45,0,0
199081,39000,2,0,45,0,0
199142,35180,2,180,30,0,1
199143,35180,2,0,30,0,1
199144,15200,0,0,92,2,0
199145,15200,0,0,92,2,0
199176,45000,0,0,36,0,1
199177,45000,0,0,36,0,1
199197,71300,2,0,9,0,1
199198,71300,2,0,9,0,1
199246,100000,2,0,22,0,2
199247,100000,2,0,22,0,2
199275,40000,2,0,38,0,1
199276,40000,2,0,38,0,1
199288,23500,2,0,64,0,0
199289,23500,2,0,64,0,0
199290,49000,2,0,36,0,1
199291,49000,2,0,36,0,1
199292,36000,2,0,45,0,1
199293,36000,2,0,45,0,1
199313,49000,2,0,23,0,2
199314,49000,2,0,23,0,2
199400,23450,2,0,77,0,2
199401,23450,2,0,77,0,2
199402,23450,2,0,77,0,2
199403,23450,2,0,77,0,2
199438,100000,1,0,49,0,1
199439,100000,1,0,49,0,1
199440,100000,1,0,49,0,1
199455,130000,2,0,20,0,2
199456,130000,2,0,20,0,2
199474,124500,2,0,0,2,0
199475,124500,2,0,0,2,0
199476,124500,2,0,0,2,0
199477,124500,2,0,0,2,0
199478,124500,2,0,0,2,0
199497,34000,2,0,47,0,1
199498,34000,2,0,47,0,1
199540,74350,1,0,23,0,1
199541,74350,1,0,23,0,1
199542,74350,1,0,23,0,1
199583,30400,1,0,73,0,1
199611,454000,2,0,0,0,2
199612,454000,2,0,0,0,2
199675,303500,2,0,13,0,2
199676,303500,2,0,13,0,2
199677,303500,2,0,13,0,2
199714,201700,2,0,11,2,2
199715,201700,2,0,11,2,2
199716,201700,2,0,11,2,2
199717,201700,2,0,11,2,2
199718,201700,2,0,11,2,2
199719,201700,2,0,11,2,2
199720,201700,2,0,11,2,2
199754,22000,2,0,38,0,1
199755,22000,2,0,38,0,1
199787,24500,1,0,30,2,1
199788,24500,1,0,30,2,1
199834,20000,2,0,44,2,0
199835,20000,2,0,44,2,0
199880,25000,2,0,39,0,1
199942,23200,1,8400,37,2,0
199943,23200,1,0,37,2,0
199950,220000,0,0,10,0,1
199951,220000,0,0,10,0,1
199952,220000,0,0,10,0,1
199980,20000,2,0,101,0,1
199981,20000,2,0,101,0,1
200006,7000,2,0,101,2,1
200017,73000,2,0,23,0,1
200018,73000,2,0,23,0,1
200037,38000,2,0,47,0,1
200038,38000,2,0,47,0,1
200044,3000,2,0,101,2,0
200056,4300,2,0,101,0,0
200067,7600,2,0,101,2,0
200068,7600,2,0,101,2,0
200076,30000,2,0,21,0,2
200077,30000,2,0,21,0,2
200098,44000,1,0,19,0,2
200099,44000,1,0,19,0,2
200111,200000,2,0,15,0,1
200112,200000,2,0,15,0,1
200126,51000,2,0,41,2,1
200127,51000,2,0,41,2,1
200146,32900,2,0,35,2,0
200147,32900,2,0,35,2,0
200160,81000,1,0,16,0,1
200161,81000,1,0,16,0,1
200177,19900,0,0,35,2,0
200181,155500,1,0,12,0,0
200182,155500,1,0,12,0,0
200183,155500,1,0,12,0,0
200222,54000,2,0,16,2,2
200223,54000,2,0,16,2,2
200238,115300,2,0,19,0,2
200239,115300,2,0,19,0,2
200240,115300,2,0,19,0,2
200305,23000,2,0,75,0,2
200306,23000,2,0,75,0,2
200315,33600,2,0,28,0,0
200316,33600,2,0,28,0,0
200400,187000,2,0,12,0,2
200401,187000,2,0,12,0,2
200410,107110,1,0,12,0,1
200411,107110,1,0,12,0,1
200412,39000,2,0,23,0,1
200413,39000,2,0,23,0,1
200449,60000,2,0,46,0,1
200450,60000,2,0,46,0,1
200451,60000,2,0,46,0,1
200458,99000,0,0,12,0,1
200459,99000,0,0,12,0,1
200466,12700,2,0,66,0,1
200467,12700,2,0,66,0,1
200468,12700,2,0,66,0,1
200556,28000,2,0,38,2,1
200557,28000,2,0,38,2,1
200558,28000,2,0,38,2,1
200564,5500,2,0,101,0,0
200565,5500,2,0,101,0,0
200589,155120,2,0,21,0,2
200590,155120,2,0,21,0,2
200591,39800,2,0,34,0,0
200592,39800,2,0,34,0,0
200593,39800,2,0,34,0,0
200598,40000,1,0,41,2,2
200599,40000,1,0,41,2,2
200600,23900,0,0,22,2,0
200601,23900,0,0,22,2,0
200602,43100,2,0,35,0,1
200603,43100,2,0,35,0,1
200681,100200,2,0,26,0,2
200682,100200,2,0,26,0,2
200683,100200,2,0,26,0,2
200684,100200,2,0,26,0,2
200685,100200,2,0,26,0,2
200686,100200,2,0,26,0,2
200687,100200,2,0,26,0,2
200766,23100,2,0,16,0,1
200767,23100,2,0,16,0,1
200771,288400,2,0,21,0,1
200772,288400,2,0,21,0,1
200791,10000,0,0,101,0,1
200792,10000,0,0,101,0,1
200802,111000,2,0,32,0,1
200803,111000,2,0,32,0,1
200863,169000,2,0,20,0,2
200864,169000,2,0,20,0,2
200865,169000,2,0,20,0,2
200866,169000,2,0,20,0,2
200867,169000,2,0,20,0,2
200892,286000,2,0,10,0,2
200893,286000,2,0,10,0,2
200927,102000,2,0,0,0,1
200928,102000,2,0,0,0,1
200929,10000,2,0,101,0,1
200930,10000,2,0,101,0,1
200986,123000,2,0,14,0,1
200987,123000,2,0,14,0,1
200988,123000,2,0,14,0,1
200997,97000,2,0,38,0,1
200998,97000,2,0,38,0,1
200999,97000,2,0,38,0,1
201000,97000,2,0,38,0,1
201129,28900,2,0,71,0,2
201130,28900,2,0,71,0,2
201137,65700,0,0,11,2,1
201138,65700,0,0,11,2,1
201164,719000,2,0,1,0,0
201165,719000,2,0,1,0,0
201183,123000,2,0,18,0,1
201184,123000,2,0,18,0,1
201226,58300,2,0,22,0,1
201227,58300,2,0,22,0,1
201260,74000,0,0,18,0,0
201261,74000,0,0,18,0,0
201262,74000,0,0,18,0,0
201269,31000,1,0,58,0,2
201270,31000,1,0,58,0,2
201286,110000,2,0,15,0,2
201287,110000,2,0,15,0,2
201288,26400,1,200,76,2,1
201289,26400,1,0,76,2,1
201300,70000,0,0,20,0,0
201301,70000,0,0,20,0,0
201302,39000,2,0,18,0,1
201336,204000,2,0,12,0,2
201337,204000,2,0,12,0,2
201338,204000,2,0,12,0,2
201346,41000,2,0,14,0,0
201347,41000,2,0,14,0,0
201407,70600,0,0,16,2,0
201408,70600,0,0,16,2,0
201409,32300,2,0,40,2,0
201410,32300,2,0,40,2,0
201411,22200,2,0,45,0,0
201412,22200,2,0,45,0,0
201442,47000,2,0,32,0,1
201443,47000,2,0,32,0,1
201450,145000,2,0,20,0,1
201451,145000,2,0,20,0,1
201452,116400,2,0,18,0,1
201453,116400,2,0,18,0,1
201470,38200,1,0,29,0,0
201471,38200,1,0,29,0,0
201540,29500,0,3500,31,2,1
201541,29500,0,0,31,2,1
201577,143000,1,0,15,0,1
201578,143000,1,0,15,0,1
201579,143000,1,0,15,0,1
201580,143000,1,0,15,0,1
201581,143000,1,0,15,0,1
201582,143000,1,0,15,0,1
201657,141900,2,0,13,0,0
201658,141900,2,0,13,0,0
201659,141900,2,0,13,0,0
201660,141900,2,0,13,0,0
201661,141900,2,0,13,0,0
201714,91000,2,0,13,0,2
201715,91000,2,0,13,0,2
201757,65000,0,0,33,0,2
201758,65000,0,0,33,0,2
201759,65000,0,0,33,0,2
201760,65000,0,0,33,0,2
201807,35000,1,0,28,0,0
201808,35000,1,0,28,0,0
201809,46700,0,0,11,2,1
201810,46700,0,0,11,2,1
201811,46700,0,0,11,2,1
201812,46700,0,0,11,2,1
201819,35000,2,0,32,0,1
201820,35000,2,0,32,0,1
201849,83600,2,0,25,0,2
201850,83600,2,0,25,0,2
201851,83600,2,0,25,0,2
201852,83600,2,0,25,0,2
201853,83600,2,0,25,0,2
201928,14300,2,6000,59,2,1
201946,42000,0,0,30,0,1
201947,42000,0,0,30,0,1
201948,42000,0,0,30,0,1
201986,120000,2,0,24,0,2
201987,120000,2,0,24,0,2
201988,120000,2,0,24,0,2
201989,120000,2,0,24,0,2
202022,151000,2,0,27,0,2
202023,151000,2,0,27,0,2
202038,61900,1,0,18,0,1
202039,61900,1,0,18,0,1
202045,121000,2,0,19,0,2
202046,121000,2,0,19,0,2
202047,121000,2,0,19,0,2
202048,121000,2,0,19,0,2
202053,135000,2,0,14,0,2
202054,135000,2,0,14,0,2
202064,17000,2,0,62,2,1
202086,43500,1,0,20,0,1
202087,43500,1,0,20,0,1
202116,40000,2,0,64,0,1
202121,135600,2,0,18,0,2
202122,135600,2,0,18,0,2
202128,191000,2,0,10,0,2
202129,191000,2,0,10,0,2
202132,45000,2,0,17,0,1
202133,45000,2,0,17,0,1
202154,62900,2,0,43,0,1
202155,62900,2,0,43,0,1
202156,62900,2,0,43,0,1
202201,65200,2,0,17,0,2
202202,65200,2,0,17,0,2
202210,12000,2,0,50,2,0
202211,12000,2,0,50,2,0
202233,28200,2,0,64,0,1
202292,18700,0,0,71,2,0
202293,18700,0,0,71,2,0
202294,44000,2,0,44,0,1
202295,44000,2,0,44,0,1
202304,71500,2,0,33,2,1
202305,71500,2,0,33,2,1
202306,71500,2,3500,33,2,1
202329,8400,1,0,101,2,1
202330,8400,1,0,101,2,1
202338,38000,2,0,37,0,0
202339,38000,2,0,37,0,0
202340,38000,2,0,37,0,0
202343,42900,2,0,14,2,1
202344,42900,2,0,14,2,1
202373,32600,2,5300,42,2,1
202374,32600,2,5300,42,2,1
202390,19000,2,0,93,0,0
202391,19000,2,0,93,0,0
202392,132000,2,0,26,0,2
202393,132000,2,0,26,0,2
202449,64200,2,0,30,2,1
202450,64200,2,0,30,2,1
